ip,端口,延迟,速度
104.27.127.59,443,0,0.00
104.27.127.140,443,0,0.00
104.27.127.120,443,0,0.00
104.27.127.190,443,0,0.00
104.27.127.166,443,0,0.00
104.27.127.94,443,0,0.00
104.27.127.164,443,0,0.00
104.27.127.95,443,0,0.00
104.27.127.165,443,0,0.00
104.27.127.96,443,0,0.00
104.27.127.163,443,0,0.00
104.27.127.76,443,0,0.00
104.27.127.80,443,0,0.00
104.27.127.83,443,0,0.00
104.27.127.87,443,0,0.00
104.27.127.73,443,0,0.00
104.27.127.81,443,0,0.00
104.27.127.130,443,0,0.00
104.27.127.89,443,0,0.00
104.27.127.92,443,0,0.00
104.27.127.86,443,0,0.00
104.27.127.97,443,0,0.00
104.27.127.91,443,0,0.00
104.27.127.84,443,0,0.00
104.27.127.79,443,0,0.00
104.27.127.104,443,0,0.00
104.27.127.168,443,0,0.00
104.27.127.88,443,0,0.00
104.27.127.204,443,0,0.00
104.27.127.131,443,0,0.00
104.27.127.101,443,0,0.00
104.27.127.28,443,0,0.00
104.27.127.129,443,0,0.00
104.27.127.127,443,0,0.00
104.27.127.128,443,0,0.00
104.27.127.138,443,0,0.00
104.27.127.195,443,0,0.00
104.27.127.133,443,0,0.00
104.27.127.124,443,0,0.00
104.27.127.24,443,0,0.00
104.27.127.78,443,0,0.00
104.27.127.71,443,0,0.00
104.27.127.29,443,0,0.00
104.27.127.75,443,0,0.00
104.27.127.74,443,0,0.00
104.27.127.77,443,0,0.00
104.27.127.82,443,0,0.00
104.27.127.207,443,0,0.00
104.27.127.93,443,0,0.00
104.27.127.85,443,0,0.00
104.27.127.132,443,0,0.00
104.27.127.121,443,0,0.00
104.27.127.134,443,0,0.00
104.27.127.205,443,0,0.00
104.27.127.194,443,0,0.00
104.27.127.125,443,0,0.00
104.27.127.33,443,0,0.00
104.27.127.40,443,0,0.00
104.27.127.100,443,0,0.00
104.27.127.126,443,0,0.00
104.27.127.109,443,0,0.00
104.27.127.141,443,0,0.00
104.27.127.70,443,0,0.00
104.27.127.31,443,0,0.00
104.27.127.41,443,0,0.00
104.27.127.25,443,0,0.00
104.27.127.57,443,0,0.00
104.27.127.47,443,0,0.00
104.27.127.235,443,0,0.00
104.27.127.50,443,0,0.00
104.27.127.115,443,0,0.00
104.27.127.60,443,0,0.00
104.27.127.34,443,0,0.00
104.27.127.61,443,0,0.00
104.27.127.108,443,0,0.00
104.27.127.106,443,0,0.00
104.27.127.111,443,0,0.00
104.27.127.44,443,0,0.00
104.27.127.98,443,0,0.00
104.27.127.38,443,0,0.00
104.27.127.27,443,0,0.00
104.27.127.99,443,0,0.00
104.27.127.102,443,0,0.00
104.27.127.32,443,0,0.00
104.27.127.107,443,0,0.00
104.27.127.103,443,0,0.00
104.27.127.36,443,0,0.00
104.27.127.110,443,0,0.00
104.27.127.37,443,0,0.00
104.27.127.112,443,0,0.00
104.27.127.30,443,0,0.00
104.27.127.90,443,0,0.00
104.27.127.45,443,0,0.00
104.27.127.35,443,0,0.00
104.27.127.26,443,0,0.00
104.27.127.114,443,0,0.00
104.27.127.42,443,0,0.00
104.27.127.113,443,0,0.00
104.27.127.66,443,0,0.00
104.27.127.135,443,0,0.00
104.27.127.39,443,0,0.00
104.27.127.105,443,0,0.00
104.27.127.56,443,0,0.00
104.27.127.48,443,0,0.00
104.27.127.136,443,0,0.00
104.27.127.65,443,0,0.00
104.27.127.54,443,0,0.00
104.27.127.46,443,0,0.00
104.27.127.52,443,0,0.00
104.27.127.49,443,0,0.00
104.27.127.72,443,0,0.00
104.27.127.62,443,0,0.00
104.27.127.53,443,0,0.00
104.27.127.64,443,0,0.00
104.27.127.63,443,0,0.00
104.27.127.43,443,0,0.00
104.27.127.69,443,0,0.00
104.27.127.67,443,0,0.00
104.27.103.175,443,0,0.00
104.27.83.119,443,0,0.00
104.27.99.64,443,0,0.00
104.27.99.69,443,0,0.00
104.27.100.192,443,0,0.00
104.27.99.65,443,0,0.00
104.27.88.199,443,0,0.00
104.27.88.73,443,0,0.00
104.27.88.197,443,0,0.00
104.27.83.127,443,0,0.00
104.27.82.145,443,0,0.00
104.27.82.202,443,0,0.00
104.27.82.140,443,0,0.00
104.27.82.141,443,0,0.00
104.27.82.146,443,0,0.00
104.27.82.142,443,0,0.00
104.27.82.147,443,0,0.00
104.27.82.144,443,0,0.00
104.27.82.148,443,0,0.00
104.27.82.143,443,0,0.00
104.27.82.150,443,0,0.00
104.27.82.149,443,0,0.00
104.27.82.131,443,0,0.00
104.27.82.136,443,0,0.00
104.27.82.134,443,0,0.00
104.27.82.132,443,0,0.00
104.27.82.130,443,0,0.00
104.27.82.135,443,0,0.00
104.27.82.129,443,0,0.00
104.27.68.59,443,0,0.00
104.27.68.44,443,0,0.00
104.27.68.45,443,0,0.00
104.27.68.49,443,0,0.00
104.27.68.53,443,0,0.00
104.27.68.60,443,0,0.00
104.27.68.50,443,0,0.00
104.27.68.43,443,0,0.00
104.27.68.55,443,0,0.00
104.27.68.56,443,0,0.00
104.27.68.42,443,0,0.00
104.27.68.38,443,0,0.00
104.27.68.47,443,0,0.00
104.27.68.46,443,0,0.00
104.27.68.41,443,0,0.00
104.27.68.40,443,0,0.00
104.27.68.48,443,0,0.00
104.27.60.147,443,0,0.00
104.27.63.178,443,0,0.00
104.27.63.187,443,0,0.00
104.27.63.179,443,0,0.00
104.27.61.30,443,0,0.00
104.27.61.40,443,0,0.00
104.27.61.37,443,0,0.00
104.27.60.252,443,0,0.00
104.27.65.244,443,0,0.00
104.27.66.1,443,0,0.00
104.27.66.3,443,0,0.00
104.27.65.241,443,0,0.00
104.27.65.240,443,0,0.00
104.27.65.254,443,0,0.00
104.27.65.236,443,0,0.00
104.27.65.249,443,0,0.00
104.27.65.253,443,0,0.00
104.27.65.242,443,0,0.00
104.27.65.250,443,0,0.00
104.27.65.245,443,0,0.00
104.27.60.106,443,0,0.00
104.27.66.2,443,0,0.00
104.27.65.246,443,0,0.00
104.27.65.247,443,0,0.00
104.27.65.243,443,0,0.00
104.27.65.252,443,0,0.00
104.27.60.107,443,0,0.00
104.27.60.108,443,0,0.00
104.27.65.248,443,0,0.00
104.27.65.239,443,0,0.00
104.27.65.234,443,0,0.00
104.27.65.251,443,0,0.00
104.27.64.15,443,0,0.00
104.27.63.98,443,0,0.00
104.27.63.190,443,0,0.00
104.27.59.90,443,0,0.00
104.27.45.208,443,0,0.00
104.27.45.218,443,0,0.00
104.27.45.220,443,0,0.00
104.27.45.216,443,0,0.00
104.27.45.229,443,0,0.00
104.27.59.20,443,0,0.00
104.27.45.143,443,0,0.00
104.27.45.144,443,0,0.00
104.27.45.140,443,0,0.00
104.27.59.60,443,0,0.00
104.27.45.138,443,0,0.00
104.27.59.53,443,0,0.00
104.27.59.54,443,0,0.00
104.27.59.57,443,0,0.00
104.27.59.48,443,0,0.00
104.27.59.56,443,0,0.00
104.27.59.58,443,0,0.00
104.27.59.55,443,0,0.00
104.27.59.49,443,0,0.00
104.27.45.146,443,0,0.00
104.27.45.137,443,0,0.00
104.27.59.61,443,0,0.00
104.27.59.50,443,0,0.00
104.27.59.59,443,0,0.00
104.27.59.51,443,0,0.00
104.27.59.52,443,0,0.00
104.27.59.62,443,0,0.00
104.27.55.234,443,0,0.00
104.27.55.231,443,0,0.00
104.27.55.233,443,0,0.00
104.27.55.229,443,0,0.00
104.27.55.226,443,0,0.00
104.27.38.90,443,0,0.00
104.27.38.47,443,0,0.00
104.27.44.118,443,0,0.00
104.27.44.119,443,0,0.00
104.27.33.124,443,0,0.00
104.27.33.150,443,0,0.00
104.27.33.123,443,0,0.00
104.27.33.147,443,0,0.00
104.27.33.146,443,0,0.00
104.27.33.152,443,0,0.00
104.27.33.142,443,0,0.00
104.27.33.181,443,0,0.00
104.27.33.128,443,0,0.00
104.27.33.122,443,0,0.00
104.27.25.199,443,0,0.00
104.27.23.141,443,0,0.00
104.27.28.43,443,0,0.00
104.27.32.237,443,0,0.00
104.27.33.40,443,0,0.00
104.27.33.57,443,0,0.00
104.27.32.243,443,0,0.00
104.27.32.218,443,0,0.00
104.27.32.234,443,0,0.00
104.27.33.55,443,0,0.00
104.27.32.253,443,0,0.00
104.27.32.254,443,0,0.00
104.27.32.240,443,0,0.00
104.27.32.236,443,0,0.00
104.27.32.239,443,0,0.00
104.27.20.196,443,0,0.00
104.27.20.201,443,0,0.00
104.27.20.203,443,0,0.00
104.27.8.145,443,0,0.00
104.27.20.177,443,0,0.00
104.27.20.187,443,0,0.00
104.27.20.181,443,0,0.00
104.27.20.193,443,0,0.00
104.27.20.202,443,0,0.00
104.27.20.185,443,0,0.00
104.27.20.194,443,0,0.00
104.27.20.190,443,0,0.00
104.27.20.191,443,0,0.00
104.27.20.189,443,0,0.00
104.27.20.204,443,0,0.00
104.27.20.199,443,0,0.00
104.27.20.200,443,0,0.00
104.27.20.180,443,0,0.00
104.27.20.186,443,0,0.00
104.27.20.178,443,0,0.00
104.27.20.179,443,0,0.00
104.27.20.173,443,0,0.00
104.27.20.195,443,0,0.00
104.27.8.142,443,0,0.00
104.27.20.176,443,0,0.00
104.27.8.144,443,0,0.00
104.27.20.184,443,0,0.00
104.27.20.183,443,0,0.00
104.27.2.191,443,0,0.00
104.27.4.80,443,0,0.00
104.27.4.72,443,0,0.00
104.27.4.71,443,0,0.00
104.27.4.90,443,0,0.00
104.27.4.89,443,0,0.00
104.27.4.35,443,0,0.00
104.27.4.88,443,0,0.00
104.27.4.27,443,0,0.00
104.27.4.26,443,0,0.00
104.27.4.28,443,0,0.00
104.27.4.34,443,0,0.00
104.27.4.31,443,0,0.00
104.27.4.30,443,0,0.00
104.27.2.237,443,0,0.00
104.27.2.222,443,0,0.00
104.27.2.227,443,0,0.00
104.27.8.95,443,0,0.00
104.27.8.100,443,0,0.00
104.27.8.105,443,0,0.00
104.27.8.102,443,0,0.00
104.27.8.104,443,0,0.00
104.27.8.98,443,0,0.00
104.27.8.99,443,0,0.00
104.27.8.92,443,0,0.00
104.27.8.103,443,0,0.00
104.27.7.9,443,0,0.00
104.27.8.47,443,0,0.00
104.27.2.223,443,0,0.00
104.27.2.216,443,0,0.00
104.27.7.103,443,0,0.00
104.27.7.41,443,0,0.00
104.27.6.252,443,0,0.00
104.27.4.15,443,0,0.00
104.27.4.20,443,0,0.00
104.27.4.22,443,0,0.00
104.27.4.23,443,0,0.00
104.27.4.10,443,0,0.00
104.27.4.8,443,0,0.00
104.27.4.14,443,0,0.00
104.27.4.16,443,0,0.00
104.27.4.11,443,0,0.00
104.27.4.21,443,0,0.00
104.27.4.18,443,0,0.00
104.27.4.9,443,0,0.00
104.27.3.133,443,0,0.00
104.27.3.38,443,0,0.00
104.27.1.128,443,0,0.00
104.27.3.43,443,0,0.00
104.27.3.42,443,0,0.00
104.27.2.29,443,0,0.00
104.27.2.25,443,0,0.00
104.27.2.26,443,0,0.00
104.27.2.30,443,0,0.00
104.27.2.64,443,0,0.00
104.27.0.71,443,0,0.00
104.27.2.63,443,0,0.00
104.27.1.158,443,0,0.00
104.27.1.157,443,0,0.00
104.27.1.232,443,0,0.00
104.27.1.243,443,0,0.00
104.27.1.226,443,0,0.00
104.27.1.65,443,0,0.00
104.27.3.48,443,0,0.00
104.27.3.126,443,0,0.00
104.27.3.40,443,0,0.00
104.27.8.74,443,0,0.00
104.27.1.68,443,0,0.00
104.27.3.46,443,0,0.00
104.27.3.242,443,0,0.00
104.27.0.241,443,0,0.00
104.27.2.142,443,0,0.00
104.27.0.143,443,0,0.00
104.27.0.197,443,0,0.00
104.27.2.74,443,0,0.00
104.27.0.202,443,0,0.00
104.27.1.2,443,0,0.00
104.27.0.150,443,0,0.00
104.27.0.145,443,0,0.00
104.27.0.138,443,0,0.00
104.27.0.85,443,0,0.00
104.27.0.200,443,0,0.00
104.27.0.193,443,0,0.00
104.27.0.187,443,0,0.00
104.27.0.52,443,0,0.00
104.27.0.233,443,0,0.00
104.27.0.44,443,0,0.00
104.27.0.204,443,0,0.00
104.27.2.72,443,0,0.00
104.27.0.177,443,0,0.00
104.27.0.171,443,0,0.00
104.27.2.58,443,0,0.00
104.27.0.107,443,0,0.00
104.27.0.148,443,0,0.00
104.27.2.1,443,0,0.00
104.27.2.9,443,0,0.00
104.27.1.249,443,0,0.00
104.27.1.173,443,0,0.00
104.27.1.194,443,0,0.00
104.27.1.197,443,0,0.00
104.27.2.6,443,0,0.00
104.27.1.248,443,0,0.00
104.27.1.186,443,0,0.00
104.27.0.174,443,0,0.00
104.27.1.191,443,0,0.00
104.27.1.245,443,0,0.00
104.27.1.202,443,0,0.00
104.27.2.5,443,0,0.00
104.27.1.188,443,0,0.00
104.27.0.58,443,0,0.00
104.27.4.25,443,0,0.00
104.27.4.24,443,0,0.00
104.27.4.12,443,0,0.00
104.27.4.19,443,0,0.00
104.27.1.143,443,0,0.00
104.27.1.144,443,0,0.00
104.27.1.141,443,0,0.00
104.27.1.140,443,0,0.00
104.27.1.88,443,0,0.00
104.27.1.56,443,0,0.00
104.27.2.151,443,0,0.00
104.27.1.130,443,0,0.00
104.27.1.127,443,0,0.00
104.27.3.241,443,0,0.00
104.27.2.89,443,0,0.00
104.27.0.149,443,0,0.00
104.27.0.146,443,0,0.00
104.27.0.84,443,0,0.00
104.27.0.147,443,0,0.00
104.27.0.185,443,0,0.00
104.27.0.203,443,0,0.00
104.27.0.179,443,0,0.00
104.27.2.23,443,0,0.00
104.27.0.46,443,0,0.00
104.27.1.4,443,0,0.00
104.27.0.48,443,0,0.00
104.27.0.49,443,0,0.00
104.27.1.12,443,0,0.00
104.27.1.8,443,0,0.00
104.27.0.201,443,0,0.00
104.27.0.206,443,0,0.00
104.27.0.183,443,0,0.00
104.27.0.141,443,0,0.00
104.27.0.176,443,0,0.00
104.27.0.172,443,0,0.00
104.27.0.70,443,0,0.00
104.27.0.140,443,0,0.00
104.27.0.153,443,0,0.00
104.27.0.151,443,0,0.00
104.27.1.252,443,0,0.00
104.27.2.13,443,0,0.00
104.27.1.193,443,0,0.00
104.27.1.251,443,0,0.00
104.27.1.177,443,0,0.00
104.27.1.175,443,0,0.00
104.27.0.66,443,0,0.00
104.27.2.7,443,0,0.00
104.27.1.195,443,0,0.00
104.27.2.22,443,0,0.00
104.27.2.21,443,0,0.00
104.27.1.183,443,0,0.00
104.27.1.196,443,0,0.00
104.27.1.190,443,0,0.00
104.27.1.169,443,0,0.00
104.27.1.184,443,0,0.00
104.27.1.185,443,0,0.00
104.27.2.28,443,0,0.00
104.27.2.31,443,0,0.00
104.27.2.27,443,0,0.00
104.27.1.235,443,0,0.00
104.27.1.223,443,0,0.00
104.27.1.224,443,0,0.00
104.27.2.66,443,0,0.00
104.27.1.230,443,0,0.00
104.27.1.227,443,0,0.00
104.27.1.236,443,0,0.00
104.27.1.106,443,0,0.00
104.27.1.102,443,0,0.00
104.27.1.74,443,0,0.00
104.27.0.60,443,0,0.00
104.27.1.29,443,0,0.00
104.27.1.80,443,0,0.00
104.27.1.23,443,0,0.00
104.27.1.18,443,0,0.00
104.27.1.55,443,0,0.00
104.27.0.30,443,0,0.00
104.27.1.48,443,0,0.00
104.27.1.32,443,0,0.00
104.27.0.31,443,0,0.00
104.27.0.26,443,0,0.00
104.27.1.46,443,0,0.00
104.27.1.13,443,0,0.00
104.27.1.110,443,0,0.00
104.27.1.90,443,0,0.00
104.27.1.33,443,0,0.00
104.27.1.101,443,0,0.00
104.27.1.108,443,0,0.00
104.27.1.89,443,0,0.00
104.27.1.79,443,0,0.00
104.27.0.212,443,0,0.00
104.27.1.41,443,0,0.00
104.27.1.84,443,0,0.00
104.27.1.28,443,0,0.00
104.27.1.5,443,0,0.00
104.27.0.230,443,0,0.00
104.27.0.213,443,0,0.00
104.27.0.232,443,0,0.00
104.27.1.3,443,0,0.00
104.27.1.54,443,0,0.00
104.27.2.96,443,0,0.00
104.27.0.248,443,0,0.00
104.27.0.221,443,0,0.00
104.27.0.224,443,0,0.00
104.27.0.246,443,0,0.00
104.27.0.249,443,0,0.00
104.27.1.63,443,0,0.00
104.27.1.52,443,0,0.00
104.27.1.42,443,0,0.00
104.27.1.6,443,0,0.00
104.27.0.186,443,0,0.00
104.27.1.35,443,0,0.00
104.27.0.205,443,0,0.00
104.27.0.243,443,0,0.00
104.27.0.251,443,0,0.00
104.27.0.254,443,0,0.00
104.27.0.218,443,0,0.00
104.27.0.191,443,0,0.00
104.27.0.253,443,0,0.00
104.27.0.238,443,0,0.00
104.27.0.219,443,0,0.00
104.27.0.247,443,0,0.00
104.27.1.53,443,0,0.00
104.27.1.27,443,0,0.00
104.27.0.245,443,0,0.00
104.27.1.9,443,0,0.00
104.27.1.34,443,0,0.00
104.27.0.190,443,0,0.00
104.27.0.207,443,0,0.00
104.27.0.235,443,0,0.00
104.27.0.223,443,0,0.00
104.27.0.231,443,0,0.00
104.27.0.222,443,0,0.00
104.27.0.250,443,0,0.00
104.27.1.1,443,0,0.00
104.27.2.102,443,0,0.00
104.27.0.244,443,0,0.00
104.27.0.182,443,0,0.00
104.27.0.252,443,0,0.00
104.27.0.198,443,0,0.00
104.27.0.45,443,0,0.00
104.27.1.7,443,0,0.00
104.27.0.192,443,0,0.00
104.27.0.189,443,0,0.00
104.27.0.47,443,0,0.00
104.27.1.233,443,0,0.00
104.27.1.204,443,0,0.00
104.27.2.8,443,0,0.00
104.27.1.172,443,0,0.00
104.27.1.200,443,0,0.00
104.27.1.182,443,0,0.00
104.27.1.107,443,0,0.00
104.27.1.132,443,0,0.00
104.27.1.93,443,0,0.00
104.27.1.40,443,0,0.00
104.27.1.25,443,0,0.00
104.27.1.19,443,0,0.00
104.27.1.26,443,0,0.00
104.27.1.62,443,0,0.00
104.27.1.77,443,0,0.00
104.27.1.75,443,0,0.00
104.27.1.36,443,0,0.00
104.26.15.162,443,0,0.00
104.26.7.209,443,0,0.00
104.26.6.181,443,0,0.00
104.26.6.178,443,0,0.00
104.26.6.184,443,0,0.00
104.26.6.16,443,0,0.00
104.26.14.194,443,0,0.00
104.26.14.148,443,0,0.00
104.26.14.150,443,0,0.00
104.26.14.144,443,0,0.00
104.26.14.139,443,0,0.00
104.26.14.149,443,0,0.00
104.26.14.147,443,0,0.00
104.26.14.146,443,0,0.00
104.26.14.142,443,0,0.00
104.26.14.130,443,0,0.00
104.26.6.180,443,0,0.00
104.26.6.174,443,0,0.00
104.26.6.175,443,0,0.00
104.26.6.176,443,0,0.00
104.26.6.173,443,0,0.00
104.26.6.177,443,0,0.00
104.26.4.55,443,0,0.00
104.26.4.113,443,0,0.00
104.25.251.158,443,0,0.00
104.25.251.160,443,0,0.00
104.25.251.88,443,0,0.00
104.25.251.90,443,0,0.00
104.25.251.92,443,0,0.00
104.25.251.91,443,0,0.00
104.25.251.82,443,0,0.00
104.25.251.85,443,0,0.00
104.25.251.87,443,0,0.00
104.25.251.78,443,0,0.00
104.25.251.79,443,0,0.00
104.25.251.83,443,0,0.00
104.25.251.89,443,0,0.00
104.25.251.77,443,0,0.00
104.25.251.80,443,0,0.00
104.25.251.81,443,0,0.00
104.25.251.84,443,0,0.00
104.25.251.86,443,0,0.00
104.25.251.76,443,0,0.00
104.25.252.5,443,0,0.00
104.25.248.117,443,0,0.00
104.25.248.160,443,0,0.00
104.25.248.110,443,0,0.00
104.25.248.114,443,0,0.00
104.25.248.109,443,0,0.00
104.25.248.99,443,0,0.00
104.25.248.131,443,0,0.00
104.25.248.115,443,0,0.00
104.25.248.118,443,0,0.00
104.25.248.103,443,0,0.00
104.25.248.132,443,0,0.00
104.25.248.133,443,0,0.00
104.25.248.100,443,0,0.00
104.25.248.106,443,0,0.00
104.25.248.105,443,0,0.00
104.25.248.107,443,0,0.00
104.25.248.102,443,0,0.00
104.25.248.127,443,0,0.00
104.25.248.130,443,0,0.00
104.25.248.112,443,0,0.00
104.25.248.119,443,0,0.00
104.25.248.120,443,0,0.00
104.25.248.108,443,0,0.00
104.25.248.111,443,0,0.00
104.25.248.121,443,0,0.00
104.25.248.124,443,0,0.00
104.25.248.122,443,0,0.00
104.25.248.126,443,0,0.00
104.25.248.101,443,0,0.00
104.25.248.125,443,0,0.00
104.25.248.244,443,0,0.00
104.25.248.116,443,0,0.00
104.25.248.104,443,0,0.00
104.25.248.98,443,0,0.00
104.25.248.123,443,0,0.00
104.25.230.130,443,0,0.00
104.25.210.53,443,0,0.00
104.25.210.60,443,0,0.00
104.25.208.78,443,0,0.00
104.25.208.77,443,0,0.00
104.25.211.77,443,0,0.00
104.25.211.65,443,0,0.00
104.25.210.59,443,0,0.00
104.25.210.58,443,0,0.00
104.25.210.128,443,0,0.00
104.25.210.56,443,0,0.00
104.25.210.52,443,0,0.00
104.25.210.122,443,0,0.00
104.25.210.65,443,0,0.00
104.25.210.64,443,0,0.00
104.25.210.112,443,0,0.00
104.25.207.8,443,0,0.00
104.25.206.186,443,0,0.00
104.25.202.71,443,0,0.00
104.25.194.138,443,0,0.00
104.25.201.10,443,0,0.00
104.25.207.116,443,0,0.00
104.25.207.208,443,0,0.00
104.25.199.134,443,0,0.00
104.25.199.131,443,0,0.00
104.25.199.130,443,0,0.00
104.25.199.128,443,0,0.00
104.25.199.125,443,0,0.00
104.25.193.30,443,0,0.00
104.25.193.28,443,0,0.00
104.25.190.182,443,0,0.00
104.25.181.210,443,0,0.00
104.25.181.215,443,0,0.00
104.25.181.218,443,0,0.00
104.25.181.213,443,0,0.00
104.25.181.214,443,0,0.00
104.25.181.118,443,0,0.00
104.25.181.110,443,0,0.00
104.25.181.120,443,0,0.00
104.25.181.113,443,0,0.00
104.25.181.117,443,0,0.00
104.25.181.109,443,0,0.00
104.25.185.209,443,0,0.00
104.25.185.210,443,0,0.00
104.25.184.225,443,0,0.00
104.25.184.160,443,0,0.00
104.25.184.233,443,0,0.00
104.25.184.221,443,0,0.00
104.25.184.222,443,0,0.00
104.25.184.229,443,0,0.00
104.25.184.159,443,0,0.00
104.25.184.166,443,0,0.00
104.25.184.232,443,0,0.00
104.25.184.227,443,0,0.00
104.25.184.231,443,0,0.00
104.25.184.223,443,0,0.00
104.25.184.230,443,0,0.00
104.25.184.216,443,0,0.00
104.25.184.226,443,0,0.00
104.25.184.235,443,0,0.00
104.25.184.220,443,0,0.00
104.25.184.234,443,0,0.00
104.25.184.228,443,0,0.00
104.25.184.236,443,0,0.00
104.25.184.224,443,0,0.00
104.25.170.200,443,0,0.00
104.25.170.199,443,0,0.00
104.25.170.201,443,0,0.00
104.25.170.198,443,0,0.00
104.25.170.202,443,0,0.00
104.25.170.197,443,0,0.00
104.25.150.106,443,0,0.00
104.25.150.17,443,0,0.00
104.25.156.216,443,0,0.00
104.25.156.215,443,0,0.00
104.25.156.212,443,0,0.00
104.25.156.213,443,0,0.00
104.25.156.221,443,0,0.00
104.25.156.217,443,0,0.00
104.25.156.214,443,0,0.00
104.25.150.109,443,0,0.00
104.25.150.108,443,0,0.00
104.25.148.146,443,0,0.00
104.25.148.145,443,0,0.00
104.25.148.137,443,0,0.00
104.25.128.99,443,0,0.00
104.25.128.111,443,0,0.00
104.25.128.105,443,0,0.00
104.25.128.100,443,0,0.00
104.25.128.232,443,0,0.00
104.25.128.115,443,0,0.00
104.25.128.110,443,0,0.00
104.25.128.109,443,0,0.00
104.25.128.114,443,0,0.00
104.25.128.107,443,0,0.00
104.25.128.103,443,0,0.00
104.25.139.9,443,0,0.00
104.25.139.11,443,0,0.00
104.25.139.10,443,0,0.00
104.25.139.18,443,0,0.00
104.25.139.32,443,0,0.00
104.25.139.22,443,0,0.00
104.25.139.14,443,0,0.00
104.25.139.5,443,0,0.00
104.25.139.24,443,0,0.00
104.25.139.30,443,0,0.00
104.25.139.13,443,0,0.00
104.25.139.60,443,0,0.00
104.25.139.21,443,0,0.00
104.25.139.4,443,0,0.00
104.25.139.8,443,0,0.00
104.25.139.12,443,0,0.00
104.25.135.162,443,0,0.00
104.25.135.150,443,0,0.00
104.25.135.159,443,0,0.00
104.25.135.160,443,0,0.00
104.25.139.7,443,0,0.00
104.25.139.29,443,0,0.00
104.25.139.28,443,0,0.00
104.25.139.15,443,0,0.00
104.25.139.20,443,0,0.00
104.25.138.254,443,0,0.00
104.25.111.126,443,0,0.00
104.25.111.184,443,0,0.00
104.25.111.180,443,0,0.00
104.25.107.9,443,0,0.00
104.25.107.6,443,0,0.00
104.25.107.1,443,0,0.00
104.25.107.5,443,0,0.00
104.25.107.7,443,0,0.00
104.25.107.2,443,0,0.00
104.25.106.254,443,0,0.00
104.25.107.4,443,0,0.00
104.25.106.253,443,0,0.00
104.25.107.8,443,0,0.00
104.25.106.251,443,0,0.00
104.25.109.2,443,0,0.00
104.25.109.8,443,0,0.00
104.25.109.10,443,0,0.00
104.25.109.1,443,0,0.00
104.25.109.7,443,0,0.00
104.25.109.6,443,0,0.00
104.25.109.11,443,0,0.00
104.25.109.13,443,0,0.00
104.25.94.24,443,0,0.00
104.25.92.85,443,0,0.00
104.25.92.90,443,0,0.00
104.25.92.87,443,0,0.00
104.25.92.88,443,0,0.00
104.25.92.132,443,0,0.00
104.25.101.24,443,0,0.00
104.25.101.26,443,0,0.00
104.25.101.25,443,0,0.00
104.25.101.29,443,0,0.00
104.25.101.28,443,0,0.00
104.25.101.27,443,0,0.00
104.25.100.91,443,0,0.00
104.25.100.82,443,0,0.00
104.25.85.34,443,0,0.00
104.25.85.33,443,0,0.00
104.25.85.36,443,0,0.00
104.25.85.31,443,0,0.00
104.25.85.32,443,0,0.00
104.25.85.38,443,0,0.00
104.25.72.196,443,0,0.00
104.25.72.126,443,0,0.00
104.25.69.23,443,0,0.00
104.25.69.19,443,0,0.00
104.25.69.28,443,0,0.00
104.25.69.11,443,0,0.00
104.25.69.3,443,0,0.00
104.25.69.41,443,0,0.00
104.25.68.254,443,0,0.00
104.25.69.45,443,0,0.00
104.25.69.37,443,0,0.00
104.25.69.34,443,0,0.00
104.25.69.10,443,0,0.00
104.25.69.46,443,0,0.00
104.25.69.40,443,0,0.00
104.25.69.42,443,0,0.00
104.25.69.7,443,0,0.00
104.25.69.44,443,0,0.00
104.25.69.50,443,0,0.00
104.25.69.8,443,0,0.00
104.25.69.43,443,0,0.00
104.25.72.122,443,0,0.00
104.25.72.120,443,0,0.00
104.25.71.90,443,0,0.00
104.25.71.91,443,0,0.00
104.25.71.88,443,0,0.00
104.25.69.17,443,0,0.00
104.25.69.18,443,0,0.00
104.25.69.22,443,0,0.00
104.25.69.25,443,0,0.00
104.25.69.12,443,0,0.00
104.25.69.24,443,0,0.00
104.25.69.9,443,0,0.00
104.25.69.20,443,0,0.00
104.25.69.16,443,0,0.00
104.25.61.98,443,0,0.00
104.25.61.97,443,0,0.00
104.25.61.91,443,0,0.00
104.25.61.99,443,0,0.00
104.25.61.100,443,0,0.00
104.25.61.88,443,0,0.00
104.25.61.94,443,0,0.00
104.25.61.101,443,0,0.00
104.25.61.87,443,0,0.00
104.25.61.95,443,0,0.00
104.25.61.86,443,0,0.00
104.25.61.92,443,0,0.00
104.25.61.80,443,0,0.00
104.25.61.90,443,0,0.00
104.25.61.83,443,0,0.00
104.25.61.93,443,0,0.00
104.25.61.96,443,0,0.00
104.25.61.65,443,0,0.00
104.25.61.84,443,0,0.00
104.25.61.81,443,0,0.00
104.25.61.85,443,0,0.00
104.25.61.152,443,0,0.00
104.25.61.82,443,0,0.00
104.25.61.49,443,0,0.00
104.25.61.50,443,0,0.00
104.25.61.66,443,0,0.00
104.25.61.63,443,0,0.00
104.25.61.102,443,0,0.00
104.25.60.213,443,0,0.00
104.25.60.222,443,0,0.00
104.25.60.223,443,0,0.00
104.25.60.214,443,0,0.00
104.25.60.225,443,0,0.00
104.25.60.224,443,0,0.00
104.25.60.208,443,0,0.00
104.25.60.212,443,0,0.00
